participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started,,
58950,,,,,,,,,3029.251624,4,,119.6953991,,,,,,,,0,0,0,0,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,3040.101862,3029.241329,3055.511073,3040.101871,"The exact contour of face, head, shoulders and body.",3029.234888,3019.302922,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,,,,,,2026-03-10_14h52.37.016,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3055.534842,4,,119.6953991,,,,,,,,1,0,1,1,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,3055.511266,3055.511246,3070.645253,3055.51127,"Characteristic poses of head, attitudes of body, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,,,,,,2026-03-10_14h52.37.016,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3070.676875,5,,119.6953991,,,,,,,,2,0,2,2,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,3070.645392,3070.645374,3081.194904,3070.645396,"The precise carriage, length of step, etc., in walking.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,,,,,,2026-03-10_14h52.37.016,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3081.210237,4,,119.6953991,,,,,,,,3,0,3,3,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,3081.195051,3081.195028,3088.007948,3081.195055,The different colors worn in some familiar clothes.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,,,,,,2026-03-10_14h52.37.016,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3088.019365,5,,119.6953991,,,,,,,,4,0,4,4,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,3093.99304,3088.008074,3098.632993,3093.993049,The sun is rising above the horizon into a hazy sky.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,,,,,,2026-03-10_14h52.37.016,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3098.647865,5,,119.6953991,,,,,,,,5,0,5,5,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,3098.633133,3098.633115,3107.69481,3098.633137,The sky clears and surrounds the sun with blueness.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,,,,,,2026-03-10_14h52.37.016,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3107.710947,5,,119.6953991,,,,,,,,6,0,6,6,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,3107.694949,3107.694932,3111.937541,3107.694952,"Clouds. A storm blows up, with flashes of lightning.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,,,,,,2026-03-10_14h52.37.016,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3111.952773,5,,119.6953991,,,,,,,,7,0,7,7,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,3111.937701,3111.937683,3116.296049,3111.937705,A rainbow appears.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,,,,,,2026-03-10_14h52.37.016,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3116.306579,3,,119.6953991,,,,,,,,8,0,8,8,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,3126.46946,3116.296179,3133.991642,3126.469471,The overall appearance of the shop from the opposite side of the road.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,,,,,,2026-03-10_14h52.37.016,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3134.007077,4,,119.6953991,,,,,,,,9,0,9,9,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,3133.991792,3133.991772,3140.03375,3133.991796,"A window display including colors, shapes, and details of the door.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,,,,,,2026-03-10_14h52.37.016,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3140.052791,3,,119.6953991,,,,,,,,10,0,10,10,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,3140.033904,3140.033885,3150.254567,3140.033908,"You are near the entrance. The color, shape, and details of individual items for sale.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,,,,,,2026-03-10_14h52.37.016,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3150.269718,5,,119.6953991,,,,,,,,11,0,11,11,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,3150.254741,3150.254719,3160.225355,3150.254745,You enter the shop and go to the counter. The counter assistant serves you. Money changes hands.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,,,,,,2026-03-10_14h52.37.016,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3160.23673,5,,119.6953991,,,,,,,,12,0,12,12,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",3167.025011,3160.225489,3170.237866,3167.02502,The contours of the landscape.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,,,,,,2026-03-10_14h52.37.016,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3170.253712,5,,119.6953991,,,,,,,,13,0,13,13,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",3170.238013,3170.237995,3173.883765,3170.238018,The color and shape of the trees.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,,,,,,2026-03-10_14h52.37.016,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3173.899316,5,,119.6953991,,,,,,,,14,0,14,14,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",3173.883912,3173.883893,3177.442723,3173.883915,The color and shape of the lake.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,,,,,,2026-03-10_14h52.37.016,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3177.457712,5,,119.6953991,,,,,,,,15,0,15,15,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",3177.442871,3177.442853,3181.176785,3177.442875,A strong wind blows on the trees and on the lake causing waves.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,,,,,,2026-03-10_14h52.37.016,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3190.791344,,,119.6953991,5.2601666,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,3188.245415,3181.176861,3197.501059,3190.771576,3190.766679,3188.250648,0,0,0,3,0,0,0,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,minorExculp,18,Human trafficking,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-10_14h52.37.016,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3197.515771,,,119.6953991,3.7085202,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3204.693107,3197.501279,,,1,0,1,0,0,0,0,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,criticalInculp,18,Human trafficking,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-10_14h52.37.016,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3204.707517,,,119.6953991,5.2345404,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,3210.943985,3204.693261,,,2,0,2,1,0,0,0,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,criticalExculp,18,Human trafficking,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-10_14h52.37.016,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3210.962557,,,119.6953991,3.4025246,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3214.942755,3210.944184,,,3,0,3,5,0,0,0,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence2,18,Human trafficking,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-10_14h52.37.016,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3214.953358,,,119.6953991,13.5743577,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,3229.347878,3214.942908,,,4,0,4,2,0,0,0,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,minorInculp,18,Human trafficking,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-10_14h52.37.016,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3229.362116,,,119.6953991,3.5259981,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3233.472296,3229.348037,,,5,0,5,7,0,0,0,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence4,18,Human trafficking,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-10_14h52.37.016,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,3233.487544,,,119.6953991,11.0496724,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3245.22232,3233.472448,,,6,0,6,6,0,0,0,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence3,18,Human trafficking,2026-03-10 14h52.46.288293 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-10_14h52.37.016,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
