participant,rank,realrate.response,thisN,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqTrials.vviqResponse.response,vviqResponse.response,trials.verdict.response,trials.realrate.response,trials.casestrength.response,surpriseTestLoopSmall.evidenceUsedResponse.rt,surpriseTestLoopSmall.evidenceUsedResponse.response,surpriseTestLoopSmall.confidenceLevel.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consentInfiniteLoop.consented_button.numClicks,confidenceLevel.response,casestrength.response,witnessInc,witnessExc,witnessAmb,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,trials.responseTextBox.text,thisTrialN,thisRepN,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,–,physicalExc,physicalAmb,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,documentInc,documentExc,documentAmb,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,consentInfiniteLoop.consented_button.timesOn,consentInfiniteLoop.consented_button.timesOff,condition,characterVirtue,characterInc,characterExc,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
83890,14,57,7,clear_ex,ambiguous,clear_in,clear_in,Not Guilty,"Tyrone was accused of bribing a zone official by giving them an envolope of 50,000 dollars. The evidence shows that the fingerprints of the bribed envolope on a sealed flap did not come back to that of Tyrone, but there was evidence of him selling his 34-foot long boat a couple weeks prior for 43,000 dollars. Another person saw Tyrone handing the same type of bribing envolope to another zoning official before the event had started, and Tyrone was also failed to pay his taxes the year prior. ",2339.397348,,,Not Guilty,57,57,,,,,60,,,,,57,A zoning board clerk saw someone she later identified as Mr. Jackson give an envelope of the same type as the bribe envelope to the zoning official just before the vote.,A zoning board clerk said that Mr. Jackson is not the man she saw giving an envelope of the same type as the bribe envelope to the zoning official just before the vote. ,"A zoning board clerk said the man who handed an envelope of the same type as the bribe envelope to the zoning official just before the vote “was maybe” Mr. Jackson, but “I never got enough of a look to be at all sure.” ",2406.521483,2406.332926,,,,,,,,,,,,,2436.513771,2607.009236,2436.505928,7,0,7,2,"Tyrone was accused of bribing a zone official by giving them an envolope of 50,000 dollars. The evidence shows that the fingerprints of the bribed envolope on a sealed flap did not come back to that of Tyrone, but there was evidence of him selling his 34-foot long boat a couple weeks prior for 43,000 dollars. Another person saw Tyrone handing the same type of bribing envolope to another zoning official before the event had started, and Tyrone was also failed to pay his taxes the year prior. ",7,0,,,,,,,,,,,,,,,F,,,2024.2.4,DNA from under the sealed flap of the bribe envelope matches Mr. Jackson. ,DNA from under the sealed flap of the bribe envelope matches someone other than Mr. Jackson.,"DNA from the bribe envelope partly matches Mr. Jackson’s DNA, but the DNA sample is degraded and not reliable.",,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,????,"Records show cash withdrawals of $9,500 from Mr. Jackson’s bank account for five consecutive months – totaling $47,500 -- leading up to the zoning board vote.",Mr. Jackson’s bank account records for a year before the zoning vote show no unusual withdrawals.,"Bank records and a deed of sale show that Mr. Jackson sold his 34-foot sailboat for $43,000 three weeks before the zoning vote. ",2026-04-09_13h59.59.602,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,0,Propensity,Mr. Jackson was previously convicted of failing to pay his taxes.,The head of the local Better Business Bureau testified that Mr. Jackson has a good character as an honest businessman. ,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,2436.505762,2406.521531,2615.139405,2607.010167,2406.332864,2339.386696,,,,,,
83890,22,37,8,ambiguous,clear_in,clear_ex,clear_ex,Guilty,"Patty was accused of kidnapping a baby from a hospital from a patients room. The evidence provided by a nurse testified that she saw Patty visiting another patient on a different floor when the alarm was sounded that a baby had been stolen from the  maternity floor. Security cameras show Patty leaving the hospital with a baby in her hands, as well as her DNA matching to other DNA found in the bathroom near emergency exit doors. In addition, a friend of Patty's testified that she was a truthful and trustworthy person. ",2615.163329,,,Guilty,37,71,,,,,60,,,,,71,A patient smoking near the hospital’s back exit door testified to seeing a woman he identified as Ms. Garcia leave the hospital with a crying baby.,A nurse testified she saw Ms. Garcia visiting a patient on a different floor when the alarm alerted nurses staff that a baby had been taken from the maternity floor.,"The attendant who raised the hospital parking gate for Ms. Garcia to leave testified that what looked like a baby carrier was in the back seat, but could not see if it held a baby. ",2694.010836,2693.569175,,,,,,,,,,,,,2724.013121,2829.851467,2724.000484,8,0,8,6,"Patty was accused of kidnapping a baby from a hospital from a patients room. The evidence provided by a nurse testified that she saw Patty visiting another patient on a different floor when the alarm was sounded that a baby had been stolen from the  maternity floor. Security cameras show Patty leaving the hospital with a baby in her hands, as well as her DNA matching to other DNA found in the bathroom near emergency exit doors. In addition, a friend of Patty's testified that she was a truthful and trustworthy person. ",8,0,,,,,,,,,,,,,,,E,,,2024.2.4,A crime lab analyst testified that the newborn’s DNA was found in Ms. Garcia’s home.,"A crime lab analysis showed that no DNA from the mother’s hospital room matches Ms. Garcia’s, and there was no DNA from the baby in Ms. Garcia’s home or car.",Ms. Garcia’s DNA matched DNA from a bathroom near the hospital’s emergency room doors.,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,Artemis,A digital evidence expert testified that hospital security cameras show Ms. Garcia leaving the hospital with a baby in her arms.,A digital evidence expert testified that hospital security cameras show Ms. Garcia leaving the hospital empty handed while the mother was sleeping.,"Hospital security cameras show a woman loading a baby into a car’s back seat, but neither the driver nor the license number are clear. ",2026-04-09_13h59.59.602,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,0,Truthfulness,Ms. Garcia was previously convicted for attempted carjacking.,A prominent leader in the community has testified that his opinion of Ms. Garcia after knowing her for years is that she is a very truthful person.,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,2724.000308,2694.010888,2836.811972,2829.852362,2693.569118,2615.149128,,,,,,
83890,28,82,9,clear_ex,clear_in,clear_in,clear_in,Guilty,"Mohammed was accused of first degree murder in which he burnt down a building that contained a homeless man in which killed him in the process. The evidence provided is that Mohammed's former employer stated that he was not a law-abiding person, and a reciept was also found in the home of Muhammed for a 5 gallon gas can of the same fluid that was found in the fire. Lastly, a person testified seeing Mohammed carrying a gas can near the buliding before the incident, but none of his fingerprints were found at the building. ",2836.839501,,,Guilty,82,100,,,,,60,,,,,100,An eyewitness said that she saw someone she later identified as Mr. Farooqui carrying a gas can near the building shortly before the fire.,An eyewitness said he saw Mr. Farooqui in a bar from before until after the time the fire was set. ,"An eyewitness saw someone who might have been Mr. Farooqui with a gas can near the building just before the fire, but cannot be sure it was Mr. Farooqui.",2901.950642,2900.857634,,,,,,,,,,,,,2931.951122,3030.602244,2931.93918,9,0,9,8,"Mohammed was accused of first degree murder in which he burnt down a building that contained a homeless man in which killed him in the process. The evidence provided is that Mohammed's former employer stated that he was not a law-abiding person, and a reciept was also found in the home of Muhammed for a 5 gallon gas can of the same fluid that was found in the fire. Lastly, a person testified seeing Mohammed carrying a gas can near the buliding before the incident, but none of his fingerprints were found at the building. ",9,0,,,,,,,,,,,,,,,A,,,2024.2.4,An expert said that two fingerprints on the burned building’s rear door match Mr. Farooqui’s.,An expert testified that no fingerprints at the scene matched Mr. Farooqui’s.,"An expert said that a partial fingerprint on the building’s rear door might be Mr. Farooqui’s, but there were not enough similarities to be sure. ",,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,Don,A receipt was found in Mr. Farooqui’s home for a five-gallon gas can of the same kind found in the fire’s debris.,"Two receipts for drinks from a bar on the night of the fire were found in Mr. Farooqui's apartment. One was from before the fire was set, and the other from after the fire was set.","A receipt was found in Mr. Farooqui’s home for five gallons of gas, but there’s no date on the receipt.",2026-04-09_13h59.59.602,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,0,Propensity,Mr. Farooqui's former employer testified that in his opinion Mr. Farooqui was not a law-abiding person.,Mr. Farooqui’s long-time employer testified to his excellent character for being law-abiding.,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,2931.938744,2901.950695,3035.723758,3030.60309,2900.857564,2836.82409,,,,,,
83890,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,3048.862775,3035.723842,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,0,,,,,,,3048.896077,5,5,,,,,,,,60,,,,,,,,,,,0,0,0,0,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,3060.761526,3048.886742,3089.837687,3060.770411,"The exact contour of face, head, shoulders and body.",,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,1,,,,,,,3089.850098,4,4,,,,,,,,60,,,,,,,,,,,1,0,1,1,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,3089.837778,3089.837765,3097.668467,3089.841823,"Characteristic poses of head, attitudes of body, etc.",,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,2,,,,,,,3097.684566,3,3,,,,,,,,60,,,,,,,,,,,2,0,2,2,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,3097.668579,3097.668564,3104.033321,3097.67166,"The precise carriage, length of step, etc., in walking.",,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,3,,,,,,,3104.045221,4,4,,,,,,,,60,,,,,,,,,,,3,0,3,3,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,3104.033426,3104.033413,3107.81287,3104.036129,The different colors worn in some familiar clothes.,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,4,,,,,,,3107.820667,4,4,,,,,,,,60,,,,,,,,,,,4,0,4,4,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,3111.867018,3107.816446,3117.947688,3111.870233,The sun is rising above the horizon into a hazy sky.,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,5,,,,,,,3117.964209,4,4,,,,,,,,60,,,,,,,,,,,5,0,5,5,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,3117.947814,3117.947799,3124.697973,3117.949617,The sky clears and surrounds the sun with blueness.,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,6,,,,,,,3124.714235,5,5,,,,,,,,60,,,,,,,,,,,6,0,6,6,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,3124.698081,3124.698069,3130.913646,3124.701334,"Clouds. A storm blows up, with flashes of lightning.",,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,7,,,,,,,3130.920997,4,4,,,,,,,,60,,,,,,,,,,,7,0,7,7,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,3130.913744,3130.913732,3133.876397,3130.915119,A rainbow appears.,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,8,,,,,,,3133.884018,4,4,,,,,,,,60,,,,,,,,,,,8,0,8,8,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,3141.064644,3133.878782,3146.514269,3141.066803,The overall appearance of the shop from the opposite side of the road.,,,,,,,,,,,8,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,9,,,,,,,3146.525994,4,4,,,,,,,,60,,,,,,,,,,,9,0,9,9,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,3146.514385,3146.514369,3150.322491,3146.516339,"A window display including colors, shapes, and details of the door.",,,,,,,,,,,9,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,10,,,,,,,3150.334435,4,4,,,,,,,,60,,,,,,,,,,,10,0,10,10,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,3150.3226,3150.322588,3154.718404,3150.325668,"You are near the entrance. The color, shape, and details of individual items for sale.",,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,11,,,,,,,3154.730381,3,3,,,,,,,,60,,,,,,,,,,,11,0,11,11,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,3154.718514,3154.718499,3170.208066,3154.72175,You enter the shop and go to the counter. The counter assistant serves you. Money changes hands.,,,,,,,,,,,11,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,12,,,,,,,3170.219536,4,4,,,,,,,,60,,,,,,,,,,,12,0,12,12,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",3175.964377,3170.211422,3179.7273,3175.966178,The contours of the landscape.,,,,,,,,,,,12,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,13,,,,,,,3179.739285,4,4,,,,,,,,60,,,,,,,,,,,13,0,13,13,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",3179.727405,3179.727392,3182.356659,3179.728962,The color and shape of the trees.,,,,,,,,,,,13,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,14,,,,,,,3182.368532,5,5,,,,,,,,60,,,,,,,,,,,14,0,14,14,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",3182.35676,3182.356748,3185.919115,3182.358189,The color and shape of the lake.,,,,,,,,,,,14,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,15,,,,,,,3185.931118,4,4,,,,,,,,60,,,,,,,,,,,15,0,15,15,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",3185.919206,3185.919195,3191.561125,3185.920969,A strong wind blows on the trees and on the lake causing waves.,,,,,,,,,,,15,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3198.566168,3191.561217,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-09_13h59.59.602,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,0,,,,,,,3200.941242,,,,,,5.236924,Yes,Very Confident,,60,5.236924,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,3209.819159,3200.925223,3200.90772,3198.584227,0,0,0,5,0,0,0,7,,,,2024.2.4,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,evidence2,22,Infant abduction,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-09_13h59.59.602,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,1,,,,,,,3209.82733,,,,,,5.3878581,Yes,Very Confident,,60,5.3878581,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,3219.374596,3209.821296,,,1,0,1,7,0,0,0,7,,,,2024.2.4,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,evidence4,22,Infant abduction,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-09_13h59.59.602,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,2,,,,,,,3219.386695,,,,,,3.5472377,No,Very Confident,,60,3.5472377,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,3224.269307,3219.376788,,,2,0,2,2,0,0,0,7,,,,2024.2.4,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,minorInculp,22,Infant abduction,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-09_13h59.59.602,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,3,,,,,,,3224.277229,,,,,,2.4023753,No,Very Confident,,60,2.4023753,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,3227.511469,3224.271556,,,3,0,3,0,0,0,0,7,,,,2024.2.4,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,criticalInculp,22,Infant abduction,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-09_13h59.59.602,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,4,,,,,,,3227.519417,,,,,,2.2979882,Yes,Very Confident,,60,2.2979882,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,3230.316543,3227.514726,,,4,0,4,4,0,0,0,7,,,,2024.2.4,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,evidence1,22,Infant abduction,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-09_13h59.59.602,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,5,,,,,,,3230.328383,,,,,,5.3724723,Yes,Moderately Confident,,60,5.3724723,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,3236.586468,3230.318449,,,5,0,5,3,0,0,0,7,,,,2024.2.4,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,minorExculp,22,Infant abduction,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-09_13h59.59.602,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,6,,,,,,,3236.594464,,,,,,8.1652504,No,Very Confident,,60,8.1652504,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,3245.91711,3236.588538,,,6,0,6,1,0,0,0,7,,,,2024.2.4,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,criticalExculp,22,Infant abduction,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-09_13h59.59.602,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,7,,,,,,,3245.928761,,,,,,3.1137972,Yes,Very Confident,,60,3.1137972,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,3249.536842,3245.919285,,,7,0,7,6,0,0,0,7,,,,2024.2.4,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,evidence3,22,Infant abduction,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-09_13h59.59.602,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,0,,,,,,,3251.363272,,,,,,4.9369505,No,Very Confident,,60,4.9369505,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,3258.011996,3251.355878,3251.346688,3249.540919,0,0,0,2,1,0,1,4,,,,2024.2.4,,,,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,minorInculp,18,Human trafficking,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,,,,2026-04-09_13h59.59.602,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,1,,,,,,,3258.019977,,,,,,3.3814845,Yes,Very Confident,,60,3.3814845,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,3261.912087,3258.014306,,,1,0,1,6,1,0,1,4,,,,2024.2.4,,,,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence3,18,Human trafficking,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,,,,2026-04-09_13h59.59.602,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,2,,,,,,,3261.920121,,,,,,5.1528855,No,Very Confident,,60,5.1528855,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,3268.220568,3261.91396,,,2,0,2,1,1,0,1,4,,,,2024.2.4,,,,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,criticalExculp,18,Human trafficking,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,,,,2026-04-09_13h59.59.602,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
