participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started,
963536,,,,,,,,,3218.376617,4,,119.7861577,,,,,,,,9,0,9,9,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,3218.361761,3218.361742,3220.394538,3218.361765,"A window display including colors, shapes, and details of the door.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 10h53.58.306276 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_10h53.26.452,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
963536,,,,,,,,,3220.409845,4,,119.7861577,,,,,,,,10,0,10,10,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,3220.394679,3220.394661,3225.382922,3220.394683,"You are near the entrance. The color, shape, and details of individual items for sale.",,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 10h53.58.306276 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_10h53.26.452,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
963536,,,,,,,,,3225.402347,3,,119.7861577,,,,,,,,11,0,11,11,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,3225.383067,3225.383049,3233.578486,3225.383071,You enter the shop and go to the counter. The counter assistant serves you. Money changes hands.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 10h53.58.306276 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_10h53.26.452,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
963536,,,,,,,,,3233.590006,3,,119.7861577,,,,,,,,12,0,12,12,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",3242.748043,3233.57861,3246.257428,3242.748052,The contours of the landscape.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 10h53.58.306276 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_10h53.26.452,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
963536,,,,,,,,,3246.272982,3,,119.7861577,,,,,,,,13,0,13,13,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",3246.257578,3246.257559,3249.299348,3246.257581,The color and shape of the trees.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 10h53.58.306276 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_10h53.26.452,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
963536,,,,,,,,,3249.31479,4,,119.7861577,,,,,,,,14,0,14,14,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",3249.29949,3249.299472,3250.97079,3249.299494,The color and shape of the lake.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 10h53.58.306276 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_10h53.26.452,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
963536,,,,,,,,,3250.985602,4,,119.7861577,,,,,,,,15,0,15,15,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",3250.970938,3250.97092,3254.378752,3250.970942,A strong wind blows on the trees and on the lake causing waves.,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2.3,,,,,,2026-04-14 10h53.58.306276 -0700,JurorPsychopyTest,,,,,,,,,,2026-04-14_10h53.26.452,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
963536,,,,,,,,,3266.731658,,,119.7861577,5.1374425,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,3261.906597,3254.378828,3273.249615,3266.707929,3266.698285,3261.919937,0,0,0,4,0,0,0,2,,,,2023.2.3,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,evidence1,6,Shoplifting a set of clothes while buying extra groceries,2026-04-14 10h53.58.306276 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,2026-04-14_10h53.26.452,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
963536,,,,,,,,,3273.264443,,,119.7861577,7.720044,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3282.008051,3273.249843,,,1,0,1,5,0,0,0,2,,,,2023.2.3,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,evidence2,6,Shoplifting a set of clothes while buying extra groceries,2026-04-14 10h53.58.306276 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,2026-04-14_10h53.26.452,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
963536,,,,,,,,,3282.023193,,,119.7861577,3.5756236,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3286.928821,3282.008202,,,2,0,2,2,0,0,0,2,,,,2023.2.3,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,minorInculp,6,Shoplifting a set of clothes while buying extra groceries,2026-04-14 10h53.58.306276 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,2026-04-14_10h53.26.452,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
963536,,,,,,,,,3286.93903,,,119.7861577,8.0763989,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,3295.729014,3286.928981,,,3,0,3,0,0,0,0,2,,,,2023.2.3,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,criticalInculp,6,Shoplifting a set of clothes while buying extra groceries,2026-04-14 10h53.58.306276 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,2026-04-14_10h53.26.452,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
963536,,,,,,,,,3295.739662,,,119.7861577,5.0801303,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3302.329775,3295.729176,,,4,0,4,7,0,0,0,2,,,,2023.2.3,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,evidence4,6,Shoplifting a set of clothes while buying extra groceries,2026-04-14 10h53.58.306276 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,2026-04-14_10h53.26.452,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
963536,,,,,,,,,3302.344467,,,119.7861577,14.2072658,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,3317.325326,3302.329929,,,5,0,5,6,0,0,0,2,,,,2023.2.3,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,evidence3,6,Shoplifting a set of clothes while buying extra groceries,2026-04-14 10h53.58.306276 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,2026-04-14_10h53.26.452,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
